resurvey,plot_id,species,taxongroup,layer,cover
0,52231,Tragopogon pratensis,Vascular plant,0,1
0,52231,Veronica arvensis,Vascular plant,0,1
0,52392,Allium scorodoprasum,Vascular plant,0,10
0,52392,Alopecurus pratensis,Vascular plant,0,20
0,52392,Campanula patula aggr.,Vascular plant,0,1
0,52392,Carex brizoides,Vascular plant,0,37
0,52392,Carex hirta,Vascular plant,0,1
0,52392,Carex spicata,Vascular plant,0,1
0,52392,Cerastium fontanum subsp. vulgare,Vascular plant,0,1
0,52392,Cerastium glomeratum,Vascular plant,0,1
0,52392,Cirsium arvense,Vascular plant,0,1
0,52392,Colchicum autumnale,Vascular plant,0,10
0,52392,Dactylis glomerata,Vascular plant,0,3
0,52392,Equisetum palustre,Vascular plant,0,1
0,52392,Euphorbia verrucosa,Vascular plant,0,1
0,52392,Festuca stricta subsp. sulcata,Vascular plant,0,1
0,52392,Filipendula vulgaris,Vascular plant,0,10
0,52392,Galium verum,Vascular plant,0,1
0,52392,Lathyrus pratensis,Vascular plant,0,10
0,52392,Myosotis arvensis,Vascular plant,0,1
0,52392,Ornithogalum kochii,Vascular plant,0,1
0,52392,Phragmites australis,Vascular plant,0,1
0,52392,Plantago lanceolata,Vascular plant,0,1
0,52392,Poa pratensis aggr.,Vascular plant,0,3
0,52392,Ranunculus acris aggr.,Vascular plant,0,3
0,52392,Rumex thyrsiflorus,Vascular plant,0,1
0,52392,Sanguisorba officinalis,Vascular plant,0,1
0,52392,Schedonorus pratensis,Vascular plant,0,87
0,52392,Trifolium campestre,Vascular plant,0,1
0,52392,Veronica arvensis,Vascular plant,0,1
0,52393,Alopecurus pratensis,Vascular plant,0,37
0,52393,Carex brizoides,Vascular plant,0,37
0,52393,Carex filiformis,Vascular plant,0,1
0,52393,Cerastium fontanum subsp. vulgare,Vascular plant,0,3
0,52393,Cerastium glomeratum,Vascular plant,0,3
0,52393,Filipendula vulgaris,Vascular plant,0,1
0,52393,Glechoma hederacea,Vascular plant,0,1
0,52393,Lathyrus pratensis,Vascular plant,0,10
0,52393,Leucanthemum vulgare aggr.,Vascular plant,0,1
0,52393,Myosotis arvensis,Vascular plant,0,3
0,52393,Ornithogalum kochii,Vascular plant,0,1
0,52393,Plantago lanceolata,Vascular plant,0,1
0,52393,Plantago major,Vascular plant,0,1
0,52393,Poa pratensis aggr.,Vascular plant,0,37
0,52393,Potentilla reptans,Vascular plant,0,1
0,52393,Ranunculus acris aggr.,Vascular plant,0,1
0,52393,Ranunculus bulbosus,Vascular plant,0,1
0,52393,Ranunculus repens,Vascular plant,0,10
0,52393,Rumex crispus,Vascular plant,0,1
0,52393,Schedonorus pratensis,Vascular plant,0,1
0,52393,Symphytum officinale,Vascular plant,0,1
0,52393,Valerianella locusta,Vascular plant,0,1
0,52393,Veronica arvensis,Vascular plant,0,3
0,52393,Vicia sativa,Vascular plant,0,1
0,52969,Achillea millefolium aggr.,Vascular plant,6,3
0,52969,Arrhenatherum elatius,Vascular plant,6,45
0,52969,Calamagrostis epigejos,Vascular plant,6,5
0,52969,Centaurea scabiosa,Vascular plant,6,0.5
0,52969,Cirsium arvense,Vascular plant,6,2
0,52969,Convolvulus arvensis,Vascular plant,6,0.5
0,52969,Dactylis glomerata,Vascular plant,6,4
0,52969,Galium verum,Vascular plant,6,3
0,52969,Knautia arvensis,Vascular plant,6,5
0,52969,Ornithogalum umbellatum,Vascular plant,6,1
0,52969,Poa pratensis aggr.,Vascular plant,6,6
0,52969,Ranunculus polyanthemos,Vascular plant,6,2
0,52969,Salvia pratensis,Vascular plant,6,2
0,52969,Schedonorus pratensis,Vascular plant,6,3
0,52969,Silene vulgaris,Vascular plant,6,0.3
0,52969,Trisetum flavescens,Vascular plant,6,8
0,52969,Vicia hirsuta,Vascular plant,6,0.2
0,53021,Achillea millefolium aggr.,Vascular plant,6,1
0,53021,Agrimonia eupatoria,Vascular plant,6,1
0,53021,Allium scorodoprasum,Vascular plant,6,1
0,53021,Alopecurus pratensis,Vascular plant,6,10
0,53021,Bromopsis erecta,Vascular plant,6,1
0,53021,Calamagrostis epigejos,Vascular plant,6,10
0,53021,Carex acuta,Vascular plant,6,1
0,53021,Carex panicea,Vascular plant,6,1
0,53021,Carex praecox,Vascular plant,6,1
0,53021,Carex sylvatica,Vascular plant,6,1
0,53021,Centaurea jacea aggr.,Vascular plant,6,1
0,53021,Colchicum autumnale,Vascular plant,6,62
0,53021,Deschampsia cespitosa aggr.,Vascular plant,6,1
0,53021,Erigeron annuus,Vascular plant,6,1
0,53021,Euphorbia esula,Vascular plant,6,0.2
0,53021,Festuca stricta subsp. sulcata,Vascular plant,6,20
0,53021,Filipendula vulgaris,Vascular plant,6,1
0,53021,Fragaria viridis,Vascular plant,6,20
0,53021,Galium mollugo aggr.,Vascular plant,6,1
0,53021,Galium rubioides,Vascular plant,6,37
0,53021,Galium verum,Vascular plant,6,1
0,53021,Glechoma hederacea,Vascular plant,6,10
0,53021,Inula salicina,Vascular plant,6,1
0,53021,Lathyrus pratensis,Vascular plant,6,3
0,53021,Lotus corniculatus,Vascular plant,6,1
0,53021,Lysimachia nummularia,Vascular plant,6,3
0,53021,Lysimachia vulgaris,Vascular plant,6,1
0,53021,Ornithogalum kochii,Vascular plant,6,3
0,53021,Plantago lanceolata,Vascular plant,6,1
0,53021,Poa pratensis aggr.,Vascular plant,6,38
0,53021,Potentilla reptans,Vascular plant,6,10
0,53021,Prunella vulgaris,Vascular plant,6,1
0,53021,Ranunculus acris aggr.,Vascular plant,6,1
0,53021,Ranunculus polyanthemos,Vascular plant,6,3
0,53021,Rhinanthus minor,Vascular plant,6,1
0,53021,Schedonorus arundinaceus,Vascular plant,6,3
0,53021,Schedonorus pratensis,Vascular plant,6,3
0,53021,Taraxacum sect. Taraxacum,Vascular plant,6,1
0,53021,Vicia cracca,Vascular plant,6,3
0,53063,Alopecurus pratensis,Vascular plant,6,37
0,53063,Carex filiformis,Vascular plant,6,1
0,53063,Carex hirta,Vascular plant,6,3
0,53063,Carex praecox,Vascular plant,6,1
0,53063,Cirsium arvense,Vascular plant,6,1
0,53063,Colchicum autumnale,Vascular plant,6,3
0,53063,Elytrigia repens aggr.,Vascular plant,6,10
0,53063,Equisetum arvense,Vascular plant,6,1
0,53063,Inula salicina,Vascular plant,6,1
0,53063,Lysimachia nummularia,Vascular plant,6,3
0,53063,Ophioglossum vulgatum,Vascular plant,6,1
0,53063,Poa pratensis aggr.,Vascular plant,6,10
0,53063,Potentilla reptans,Vascular plant,6,3
0,53063,Ranunculus acris aggr.,Vascular plant,6,1
0,53063,Ranunculus repens,Vascular plant,6,3
0,53063,Symphytum officinale,Vascular plant,6,3
0,53063,Trifolium campestre,Vascular plant,6,1
0,53063,Vicia cracca,Vascular plant,6,10
0,53063,Viola elatior,Vascular plant,6,1
0,53553,Abietinella abietina,Moss,9,1
0,53553,Achillea millefolium aggr.,Vascular plant,0,1
0,53553,Anthoxanthum odoratum aggr.,Vascular plant,0,15
0,53553,Anthyllis vulneraria,Vascular plant,0,3
0,53553,Arrhenatherum elatius,Vascular plant,0,15
0,53553,Avenula pubescens,Vascular plant,0,15
0,53553,Briza media,Vascular plant,0,3
0,53553,Bromopsis erecta,Vascular plant,0,37
0,53553,Buphthalmum salicifolium,Vascular plant,0,1
0,53553,Campanula patula aggr.,Vascular plant,0,1
0,53553,Cardamine pratensis aggr.,Vascular plant,0,1
0,53553,Carlina acaulis,Vascular plant,0,1
0,53553,Centaurea jacea aggr.,Vascular plant,0,3
0,53553,Cerastium brachypetalum,Vascular plant,0,1
0,53553,Colchicum autumnale,Vascular plant,0,1
0,53553,Dactylis glomerata,Vascular plant,0,1
0,53553,Dianthus carthusianorum aggr.,Vascular plant,0,1
0,53553,Festuca stricta subsp. sulcata,Vascular plant,0,15
0,53553,Fissidens taxifolius,Moss,9,1
0,53553,Fragaria species,Vascular plant,0,1
0,53553,Homalothecium sericeum,Moss,9,3
0,53553,Hypnum cupressiforme aggr.,Moss,9,15
0,53553,Knautia arvensis,Vascular plant,0,3
0,53553,Leontodon hispidus,Vascular plant,0,3
0,53553,Leucanthemum vulgare aggr.,Vascular plant,0,1
0,53553,Linum catharticum,Vascular plant,0,1
0,53553,Lotus corniculatus,Vascular plant,0,1
0,53553,Luzula campestris aggr.,Vascular plant,0,15
0,53553,Myosotis arvensis,Vascular plant,0,1
0,53553,Onobrychis viciifolia,Vascular plant,0,3
0,53553,Pilosella floribunda,Vascular plant,0,1
0,53553,Pimpinella saxifraga,Vascular plant,0,1
0,53553,Plagiomnium affine aggr.,Moss,9,1
0,53553,Plantago lanceolata,Vascular plant,0,3
0,53553,Polygala comosa,Vascular plant,0,1
0,53553,Primula veris,Vascular plant,0,1
0,53553,Quercus petraea,Vascular plant,0,0.2
0,53553,Ranunculus polyanthemos,Vascular plant,0,1
0,53553,Rhinanthus minor,Vascular plant,0,3
0,53553,Rumex acetosa,Vascular plant,0,1
0,53553,Salvia pratensis,Vascular plant,0,3
0,53553,Stachys officinalis,Vascular plant,0,1
0,53553,Stellaria graminea,Vascular plant,0,1
0,53553,Thuidium delicatulum,Moss,9,15
0,53553,Tragopogon pratensis,Vascular plant,0,1
0,53553,Trifolium campestre,Vascular plant,0,15
0,53553,Trifolium montanum,Vascular plant,0,1
0,53553,Trifolium pratense,Vascular plant,0,3
0,53553,Trifolium repens,Vascular plant,0,1
0,53553,Trisetum flavescens,Vascular plant,0,1
0,53553,Veronica chamaedrys aggr.,Vascular plant,0,1
0,53553,Vicia cracca,Vascular plant,0,1
0,53586,Achillea millefolium aggr.,Vascular plant,0,1
0,53586,Asperula cynanchica,Vascular plant,0,1
0,53586,Avenula pubescens,Vascular plant,0,3
0,53586,Briza media,Vascular plant,0,1
0,53586,Bromopsis erecta,Vascular plant,0,37
0,53586,Campanula rapunculoides,Vascular plant,0,3
0,53586,Carex montana,Vascular plant,0,1
0,53586,Carum carvi,Vascular plant,0,1
0,53586,Centaurea jacea aggr.,Vascular plant,0,15
0,53586,Cerastium brachypetalum,Vascular plant,0,1
0,53586,Colchicum autumnale,Vascular plant,0,1
0,53586,Cruciata glabra,Vascular plant,0,3
0,53586,Dactylis glomerata,Vascular plant,0,3
0,53586,Festuca stricta subsp. sulcata,Vascular plant,0,3
0,53586,Filipendula vulgaris,Vascular plant,0,1
0,53586,Galium mollugo aggr.,Vascular plant,0,1
0,53586,Heracleum sphondylium,Vascular plant,0,1
0,53586,Homalothecium sericeum,Moss,9,3
0,53586,Lathyrus pratensis,Vascular plant,0,3
0,53586,Leontodon hispidus,Vascular plant,0,3
0,53586,Leucanthemum vulgare aggr.,Vascular plant,0,1
0,53586,Lotus corniculatus,Vascular plant,0,15
0,53586,Medicago lupulina,Vascular plant,0,1
0,53586,Onobrychis viciifolia,Vascular plant,0,3
0,53586,Ononis spinosa,Vascular plant,0,3
0,53586,Pastinaca sativa,Vascular plant,0,1
0,53586,Plagiomnium affine aggr.,Moss,9,1
0,53586,Plantago lanceolata,Vascular plant,0,3
0,53586,Poa pratensis aggr.,Vascular plant,0,3
0,53586,Primula veris,Vascular plant,0,1
0,53586,Ranunculus acris aggr.,Vascular plant,0,3
0,53586,Ranunculus polyanthemos,Vascular plant,0,1
0,53586,Rhinanthus minor,Vascular plant,0,1
0,53586,Salvia pratensis,Vascular plant,0,1
0,53586,Schedonorus pratensis,Vascular plant,0,15
0,53586,Stachys officinalis,Vascular plant,0,1
0,53586,Thuidium delicatulum,Moss,9,3
0,53586,Tragopogon pratensis,Vascular plant,0,1
0,53586,Trifolium pratense,Vascular plant,0,15
0,53586,Trifolium repens,Vascular plant,0,1
0,53586,Trisetum flavescens,Vascular plant,0,3
0,53586,Veronica arvensis,Vascular plant,0,1
0,53586,Vicia cracca,Vascular plant,0,1
0,53621,Achillea millefolium aggr.,Vascular plant,0,1
0,53621,Agrostis capillaris,Vascular plant,0,1
0,53621,Arrhenatherum elatius,Vascular plant,0,15
0,53621,Astrantia major,Vascular plant,0,15
0,53621,Brachypodium pinnatum,Vascular plant,0,87
0,53621,Calamagrostis epigejos,Vascular plant,0,3
0,53621,Centaurea jacea aggr.,Vascular plant,0,1
0,53621,Centaurea phrygia aggr.,Vascular plant,0,15
0,53621,Colchicum autumnale,Vascular plant,0,1
0,53621,Cruciata glabra,Vascular plant,0,1
0,53621,Cruciata laevipes,Vascular plant,0,1
0,53621,Dactylis glomerata,Vascular plant,0,1
0,53621,Filipendula vulgaris,Vascular plant,0,1
0,53621,Galium boreale,Vascular plant,0,1
0,53621,Galium verum,Vascular plant,0,3
0,53621,Geranium sanguineum,Vascular plant,0,3
0,53621,Heracleum sphondylium,Vascular plant,0,1
0,53621,Holcus lanatus,Vascular plant,0,1
0,53621,Hypericum perforatum,Vascular plant,0,1
0,53621,Knautia arvensis,Vascular plant,0,1
0,53621,Lathyrus pratensis,Vascular plant,0,1
0,53621,Lathyrus sylvestris,Vascular plant,0,1
0,53621,Lilium martagon,Vascular plant,0,1
0,53621,Potentilla alba,Vascular plant,0,1
0,53621,Potentilla erecta,Vascular plant,0,1
0,53621,Rumex acetosa,Vascular plant,0,1
0,53621,Schedonorus pratensis,Vascular plant,0,1
0,53621,Stachys officinalis,Vascular plant,0,1
0,53621,Stellaria graminea,Vascular plant,0,1
0,53621,Trifolium medium,Vascular plant,0,1
0,53621,Trisetum flavescens,Vascular plant,0,3
0,53621,Veronica chamaedrys aggr.,Vascular plant,0,1
0,53697,Alopecurus pratensis,Vascular plant,0,10
0,53697,Arrhenatherum elatius,Vascular plant,0,10
0,53697,Carex hirta,Vascular plant,0,1
0,53697,Carex riparia,Vascular plant,0,1
0,53697,Cirsium arvense,Vascular plant,0,1
0,53697,Cirsium canum,Vascular plant,0,20
0,53697,Dactylis glomerata,Vascular plant,0,3
0,53697,Deschampsia cespitosa aggr.,Vascular plant,0,1
0,53697,Equisetum palustre,Vascular plant,0,10
0,53697,Galium aparine,Vascular plant,0,1
0,53697,Galium mollugo aggr.,Vascular plant,0,1
0,53697,Galium verum,Vascular plant,0,3
0,53697,Geranium pratense,Vascular plant,0,37
0,53697,Glechoma hederacea,Vascular plant,0,1
0,53697,Holcus lanatus,Vascular plant,0,3
0,53697,Hypericum tetrapterum,Vascular plant,0,1
0,53697,Lathyrus pratensis,Vascular plant,0,3
0,53697,Lysimachia nummularia,Vascular plant,0,1
0,53697,Persicaria amphibia,Vascular plant,0,1
0,53697,Phragmites australis,Vascular plant,0,1
0,53697,Poa palustris,Vascular plant,0,10
0,53697,Poa trivialis,Vascular plant,0,3
0,53697,Potentilla reptans,Vascular plant,0,1
0,53697,Ranunculus repens,Vascular plant,0,1
0,53697,Rubus caesius,Vascular plant,0,1
0,53697,Rumex acetosa,Vascular plant,0,1
0,53697,Schedonorus arundinaceus,Vascular plant,0,10
0,53697,Schedonorus pratensis,Vascular plant,0,1
0,53697,Symphytum officinale,Vascular plant,0,3
0,53697,Trifolium pratense,Vascular plant,0,1
0,53697,Urtica dioica,Vascular plant,0,1
0,53697,Vicia sepium,Vascular plant,0,1
0,53701,Alopecurus pratensis,Vascular plant,0,20
0,53701,Arrhenatherum elatius,Vascular plant,0,1
0,53701,Calystegia sepium,Vascular plant,0,1
0,53701,Carex hirta,Vascular plant,0,20
0,53701,Carex riparia,Vascular plant,0,10
0,53701,Carex spicata,Vascular plant,0,1
0,53701,Cirsium arvense,Vascular plant,0,10
0,53701,Cirsium canum,Vascular plant,0,10
0,53701,Dactylis glomerata,Vascular plant,0,1
0,53701,Deschampsia cespitosa aggr.,Vascular plant,0,3
0,53701,Equisetum palustre,Vascular plant,0,10
0,53701,Galium mollugo aggr.,Vascular plant,0,1
0,53701,Galium verum,Vascular plant,0,3
0,53701,Geranium pratense,Vascular plant,0,20
0,53701,Holcus lanatus,Vascular plant,0,3
0,53701,Lathyrus pratensis,Vascular plant,0,1
0,53701,Lysimachia nummularia,Vascular plant,0,1
0,53701,Lythrum salicaria,Vascular plant,0,1
0,53701,Phragmites australis,Vascular plant,0,3
0,53701,Poa trivialis,Vascular plant,0,3
0,53701,Ranunculus acris aggr.,Vascular plant,0,1
0,53701,Ranunculus repens,Vascular plant,0,1
0,53701,Schedonorus arundinaceus,Vascular plant,0,10
0,53701,Symphytum officinale,Vascular plant,0,1
0,53814,Agrostis gigantea,Vascular plant,6,1
0,53814,Agrostis stolonifera,Vascular plant,6,37
0,53814,Argentina anserina,Vascular plant,6,1
0,53814,Bolboschoenus maritimus aggr.,Vascular plant,6,3
0,53814,Carex acutiformis,Vascular plant,6,1
0,53814,Carex cuprina,Vascular plant,6,1
0,53814,Carex distans,Vascular plant,6,1
0,53814,Drepanocladus polygamus,Moss,9,1
0,53814,Elytrigia repens aggr.,Vascular plant,6,1
0,53814,Epilobium tetragonum,Vascular plant,6,0.2
0,53814,Galium verum,Vascular plant,6,1
0,53814,Inula britannica,Vascular plant,6,1
0,53814,Jacobaea erratica,Vascular plant,6,37
0,53814,Juncus compressus,Vascular plant,6,5
0,53814,Lotus maritimus,Vascular plant,6,0.2
0,53814,Lotus tenuis,Vascular plant,6,37
0,53814,Lythrum salicaria,Vascular plant,6,1
0,53814,Melilotus dentatus,Vascular plant,6,1
0,53814,Phragmites australis,Vascular plant,6,10
0,53814,Schedonorus arundinaceus,Vascular plant,6,1
0,53814,Trifolium fragiferum,Vascular plant,6,1
0,53814,Valeriana officinalis aggr.,Vascular plant,6,0.2
0,53815,Acer negundo,Vascular plant,6,0.2
0,53815,Achillea millefolium aggr.,Vascular plant,6,1
0,53815,Agrostis stolonifera,Vascular plant,6,20
0,53815,Arenaria serpyllifolia,Vascular plant,6,5
0,53815,Arrhenatherum elatius,Vascular plant,6,3
0,53815,Artemisia vulgaris,Vascular plant,6,1
0,53815,Barbula unguiculata,Moss,9,1
0,53815,Calamagrostis epigejos,Vascular plant,6,10
0,53815,Carex distans,Vascular plant,6,1
0,53815,Carex secalina,Vascular plant,6,1
0,53815,Centaurium pulchellum,Vascular plant,6,1
0,53815,Cerastium fontanum subsp. vulgare,Vascular plant,6,1
0,53815,Cirsium arvense,Vascular plant,6,1
0,53815,Convolvulus arvensis,Vascular plant,6,1
0,53815,Dactylis glomerata,Vascular plant,6,1
0,53815,Daucus carota,Vascular plant,6,1
0,53815,Erigeron canadensis,Vascular plant,6,1
0,53815,Galium verum,Vascular plant,6,1
0,53815,Inula britannica,Vascular plant,6,1
0,53815,Jacobaea erratica,Vascular plant,6,1
0,53815,Lotus maritimus,Vascular plant,6,3
0,53815,Lotus tenuis,Vascular plant,6,1
0,53815,Lythrum salicaria,Vascular plant,6,1
0,53815,Melilotus dentatus,Vascular plant,6,1
0,53815,Odontites vulgaris aggr.,Vascular plant,6,1
0,53815,Phragmites australis,Vascular plant,6,1
0,53815,Plantago lanceolata,Vascular plant,6,1
0,53815,Plantago maritima,Vascular plant,6,0.2
0,53815,Poa pratensis aggr.,Vascular plant,6,3
0,53815,Polygonum aviculare aggr.,Vascular plant,6,0.2
0,53815,Prunella vulgaris,Vascular plant,6,1
0,53815,Prunus species,Vascular plant,6,0.2
0,53815,Ptychostomum imbricatulum,Moss,9,1
0,53815,Robinia pseudoacacia,Vascular plant,6,3
0,53815,Rumex crispus,Vascular plant,6,0.2
0,53815,Schedonorus arundinaceus,Vascular plant,6,1
0,53815,Taraxacum sect. Taraxacum,Vascular plant,6,0.2
0,53815,Verbascum blattaria,Vascular plant,6,0.2
0,53815,Weissia species,Moss,9,1
0,53816,Achillea millefolium aggr.,Vascular plant,6,1
0,53816,Agrostis stolonifera,Vascular plant,6,3
0,53816,Arenaria serpyllifolia,Vascular plant,6,1
0,53816,Argentina anserina,Vascular plant,6,1
0,53816,Arrhenatherum elatius,Vascular plant,6,10
0,53816,Barbula unguiculata,Moss,9,1
0,53816,Bolboschoenus species,Vascular plant,6,1
0,53816,Centaurea jacea aggr.,Vascular plant,6,1
0,53816,Cerastium fontanum subsp. vulgare,Vascular plant,6,5
0,53816,Cirsium canum,Vascular plant,6,1
0,53816,Cuscuta epithymum,Vascular plant,6,1
0,53816,Daucus carota,Vascular plant,6,10
0,53816,Dipsacus laciniatus,Vascular plant,6,1
0,53816,Elytrigia repens aggr.,Vascular plant,6,37
0,53816,Erigeron canadensis,Vascular plant,6,0.2
0,53816,Galium verum,Vascular plant,6,3
0,53816,Hygroamblystegium humile,Moss,9,1
0,53816,Inula britannica,Vascular plant,6,1
0,53816,Jacobaea erratica,Vascular plant,6,3
0,53816,Lactuca serriola,Vascular plant,6,0.2
0,53816,Lotus maritimus,Vascular plant,6,1
0,53816,Lotus tenuis,Vascular plant,6,1
0,53816,Melilotus dentatus,Vascular plant,6,10
0,53816,Odontites vulgaris aggr.,Vascular plant,6,3
0,53816,Pastinaca sativa,Vascular plant,6,0.2
0,53816,Phragmites australis,Vascular plant,6,10
0,53816,Plantago lanceolata,Vascular plant,6,1
0,53816,Poa pratensis aggr.,Vascular plant,6,1
0,53816,Prunella vulgaris,Vascular plant,6,1
0,53816,Ptychostomum imbricatulum,Moss,9,1
0,53816,Schedonorus arundinaceus,Vascular plant,6,3
0,53816,Taraxacum sect. Taraxacum,Vascular plant,6,0.2
0,53816,Tortula acaulon,Moss,9,1
0,53816,Verbascum blattaria,Vascular plant,6,0.2
0,53816,Weissia species,Moss,9,1
0,54005,Anthoxanthum odoratum aggr.,Vascular plant,0,10
0,54005,Arrhenatherum elatius,Vascular plant,0,3
0,54005,Avenula pubescens,Vascular plant,0,10
0,54005,Briza media,Vascular plant,0,3
0,54005,Bromopsis erecta,Vascular plant,0,10
0,54005,Campanula patula aggr.,Vascular plant,0,1
0,54005,Cardamine pratensis aggr.,Vascular plant,0,0.2
0,54005,Centaurea jacea aggr.,Vascular plant,0,3
0,54005,Cerastium fontanum subsp. vulgare,Vascular plant,0,0.2
0,54005,Cirsium pannonicum,Vascular plant,0,3
0,54005,Colchicum autumnale,Vascular plant,0,3
0,54005,Crepis biennis,Vascular plant,0,1
0,54005,Cruciata glabra,Vascular plant,0,1
0,54005,Cruciata laevipes,Vascular plant,0,0.2
0,54005,Cytisus hirsutus,Vascular plant,0,1
0,54005,Daucus carota,Vascular plant,0,1
0,54005,Euphorbia verrucosa,Vascular plant,0,0.2
0,54005,Filipendula vulgaris,Vascular plant,0,10
0,54005,Galium boreale,Vascular plant,0,10
0,54005,Holcus lanatus,Vascular plant,0,3
0,54005,Knautia drymeia,Vascular plant,0,3
0,54005,Lathyrus pratensis,Vascular plant,0,3
0,54005,Leontodon hispidus,Vascular plant,0,10
0,54005,Lotus corniculatus,Vascular plant,0,3
0,54005,Luzula campestris aggr.,Vascular plant,0,3
0,54005,Neottia ovata,Vascular plant,0,0.2
0,54005,Ononis spinosa,Vascular plant,0,0.2
0,54005,Plantago lanceolata,Vascular plant,0,3
0,54005,Plantago media,Vascular plant,0,1
0,54005,Primula veris,Vascular plant,0,1
0,54005,Ranunculus acris aggr.,Vascular plant,0,3
